Step,Voronoi+FNO Val,Voronoi+UNet Val,Voronoi+UNet Train,Voronoi+FNO Train
0,0.066159867,0.057208318,0.057279378,0.064997151
1,0.065312475,0.029912023,0.030385183,0.06419573
2,0.055468611,0.033929951,0.034138586,0.053905755
3,0.052437864,0.029027434,0.028909951,0.051394753
4,0.050492544,0.018372327,0.01844294,0.04946202
5,0.046320185,0.0190005,0.018879533,0.045006599
6,0.044749569,0.01670566,0.016619192,0.044163816
7,0.045100879,0.018350646,0.018332146,0.045358319
8,0.033376724,0.016132411,0.015819605,0.03309815
9,0.028437432,0.01502301,0.015248911,0.027948635
10,0.026192432,0.014231931,0.01411284,0.025861485
11,0.027370829,0.013731472,0.013399427,0.027056925
12,0.030065376,0.01408396,0.013648486,0.029647436
13,0.021420855,0.01358518,0.013401804,0.020835582
14,0.026742438,0.013560704,0.013431829,0.026410727
15,0.018937914,0.016249647,0.015875919,0.018323697
16,0.018732121,0.013081806,0.012970811,0.018140748
17,0.019506386,0.013201251,0.01309684,0.019154064
18,0.021000734,0.013054051,0.012877473,0.020688219
19,0.015303474,0.012208115,0.011671891,0.014647671
20,0.015768005,0.012283773,0.01177909,0.015008766
21,0.026047308,0.011984844,0.011529844,0.025975285
22,0.021663893,0.012352673,0.011851343,0.021290889
23,0.014568038,0.012252958,0.011513371,0.013607483
24,0.014209733,0.011375184,0.010850442,0.013210009
25,0.014624415,0.011188974,0.010528009,0.014022044
26,0.01731641,0.011676793,0.01123959,0.016568009
27,0.018809212,0.010890368,0.010245942,0.018475687
28,0.01495914,0.010596554,0.009810114,0.014196224
29,0.017687036,0.010770544,0.009815616,0.017148582
30,0.013279431,0.011148946,0.010189053,0.012350841
31,0.015411889,0.011351543,0.010613064,0.014608853
32,0.011525389,0.010537204,0.009759277,0.010708823
33,0.012709548,0.010516097,0.00941274,0.011640985
34,0.012291712,0.009942998,0.008941364,0.011492031
35,0.013985896,0.01083655,0.009773325,0.013034645
36,0.012765069,0.010221666,0.009091262,0.012041875
37,0.010997535,0.009728181,0.00845483,0.009978279
38,0.012647394,0.010024227,0.008876292,0.011642772
39,0.01303998,0.009614209,0.008331139,0.012467338
40,0.010493863,0.010234226,0.009102747,0.009399288
41,0.011799891,0.009645198,0.0081667,0.010729333
42,0.010251165,0.009794187,0.008456311,0.009123766
43,0.010741782,0.009763523,0.008532705,0.009769082
44,0.011142049,0.009475918,0.00802249,0.01024149
45,0.010538169,0.010107649,0.008587644,0.009434861
46,0.011347552,0.009249701,0.00784789,0.010294236
47,0.012199728,0.009377604,0.007832445,0.011369018
48,0.010129276,0.009241076,0.007824339,0.008894201
49,0.010987913,0.009616167,0.008047496,0.009858294
50,0.010397813,0.009690998,0.008164104,0.009187824
51,0.009736968,0.009962054,0.008401455,0.008441698
52,0.01014755,0.009158672,0.007532781,0.008871539
53,0.009497181,0.009198814,0.007390408,0.008207478
54,0.009717255,0.008930336,0.007036941,0.008454411
55,0.009495327,0.008662743,0.006737873,0.008238506
56,0.0101137,0.008899316,0.007023897,0.008974003
57,0.009649084,0.008836341,0.006890378,0.00846996
58,0.009347252,0.009031946,0.007173733,0.008143906
59,0.010054599,0.008831469,0.006763204,0.008929729
60,0.009486694,0.008786415,0.006753762,0.008189682
61,0.009541423,0.00870744,0.006637166,0.008252759
62,0.00959432,0.008729077,0.006743755,0.008442795
63,0.009422002,0.008807462,0.006730594,0.008107692
64,0.009092782,0.008664187,0.006517326,0.007748041
65,0.009474542,0.00868003,0.006516155,0.008135818
66,0.009316416,0.00925231,0.007331387,0.007991019
67,0.009364104,0.008527437,0.00636348,0.008043776
68,0.009715158,0.008492588,0.006330628,0.008552774
69,0.009063485,0.009131091,0.006959735,0.007649442
70,0.009408025,0.008741758,0.00642406,0.008125626
71,0.008839315,0.008686475,0.006377834,0.007499197
72,0.008997208,0.008785541,0.006417057,0.007607423
73,0.008796006,0.008464526,0.00600551,0.007460111
74,0.009143359,0.008754163,0.006398891,0.007718561
75,0.010020165,0.008384722,0.005878038,0.008904736
76,0.010346608,0.008547265,0.006124015,0.009256677
77,0.00874571,0.00845388,0.005881147,0.007334773
78,0.008589436,0.008374555,0.006001067,0.007113918
79,0.008595449,0.008340566,0.005699464,0.007181828
80,0.010018781,0.008288273,0.005594498,0.008895894
81,0.008605215,0.008268454,0.005552575,0.007106987
82,0.008673356,0.008290042,0.005612325,0.00726163
83,0.008692374,0.00827121,0.005533081,0.007265671
84,0.008987576,0.008458393,0.005735064,0.007566676
85,0.008637366,0.0082929,0.005461563,0.007203579
86,0.008461892,0.008210079,0.005290975,0.006957061
87,0.008499542,0.008195597,0.005325435,0.007030057
88,0.008807511,0.008275745,0.005446492,0.007354689
89,0.008683067,0.008306462,0.005398518,0.007241996
90,0.008386667,0.00821788,0.00515743,0.006831357
91,0.008495842,0.008254856,0.005285132,0.006971125
92,0.008518411,0.008454554,0.005385351,0.006989453
93,0.009193888,0.00820354,0.005070618,0.00783173
94,0.008543141,0.008247007,0.005041723,0.006992762
95,0.008578229,0.008289681,0.005129412,0.007141109
96,0.008477637,0.008199478,0.005000574,0.006933585
97,0.008264968,0.008173913,0.004987311,0.006668384
98,0.008552388,0.008361571,0.005084269,0.007081242
99,0.008636145,0.00822001,0.004956628,0.007131552
100,0.008380419,0.008212722,0.004900671,0.006838086
101,0.008474351,0.00838195,0.005153217,0.006945502
102,0.008298082,0.008148652,0.004698825,0.006728264
103,0.008877667,0.008182419,0.004745082,0.007485892
104,0.008249022,0.008145518,0.004725695,0.006654502
105,0.008174897,0.008172991,0.004832746,0.006580398
106,0.00837194,0.008207008,0.004753206,0.006802877
107,0.008375286,0.008110007,0.004558977,0.006792087
108,0.008197755,0.008199862,0.004611373,0.006602347
109,0.008110889,0.008131444,0.004655862,0.006463757
110,0.008379724,0.008164061,0.004476419,0.00680135
111,0.008439286,0.008178372,0.004508896,0.006922547
112,0.008141108,0.008131563,0.00442062,0.006475274
113,0.008119837,0.008154404,0.004380845,0.006473205
114,0.008314552,0.008147814,0.004373431,0.006707537
115,0.008119511,0.008133494,0.004388455,0.006480359
116,0.008072501,0.0080905,0.0042791,0.006413094
117,0.008136665,0.008179813,0.004312995,0.00647775
118,0.008985963,0.008132719,0.004292171,0.007499662
119,0.00810548,0.008129044,0.004313975,0.006418073
120,0.008118232,0.008160435,0.004236004,0.006425059
121,0.008110867,0.008384772,0.004534108,0.006428642
122,0.008051828,0.008183065,0.004271778,0.006344414
123,0.008136459,0.008211636,0.004220916,0.0064703
124,0.008146075,0.008121596,0.004089281,0.0064544
125,0.008123265,0.008238235,0.004248912,0.006431574
126,0.008328787,0.008213961,0.004176162,0.006655356
127,0.008097051,0.008185304,0.004100375,0.006401279
128,0.008371553,0.008270368,0.004308614,0.006740044
129,0.0081513,0.008136488,0.004045819,0.006442011
130,0.008010879,0.008160798,0.004067458,0.006290928
131,0.008205052,0.008105822,0.003956436,0.006554093
132,0.008008827,0.008173298,0.003997018,0.006250024
133,0.008003002,0.008175628,0.003993715,0.006255811
134,0.008122149,0.008116862,0.003958932,0.006392946
135,0.008154154,0.008204859,0.004125927,0.006458175
136,0.007950481,0.00816178,0.003920588,0.006191315
137,0.008114225,0.008136447,0.003910969,0.006402831
138,0.008000307,0.008142527,0.003874206,0.006255819
139,0.008049085,0.008126669,0.003848927,0.006310046
140,0.007953377,0.008184906,0.003900428,0.006177064
141,0.007933267,0.008110279,0.003801621,0.00615194
142,0.008045286,0.008151068,0.003829298,0.006292919
143,0.007963007,0.008173575,0.003857254,0.006172539
144,0.007970503,0.008181611,0.003837193,0.006198075
145,0.008109816,0.008157734,0.003764207,0.00637974
146,0.007961312,0.00817245,0.003800062,0.006184163
147,0.008207143,0.008134644,0.003741941,0.006501051
148,0.007974541,0.008122106,0.003786003,0.006200472
149,0.007974274,0.008198676,0.003731199,0.006190854
150,0.007969639,0.008138403,0.003675905,0.006220813
151,0.007909943,0.008181411,0.003691796,0.006097496
152,0.007906191,0.008210386,0.00367928,0.006099797
153,0.007927737,0.008181889,0.003702056,0.006116806
154,0.007921739,0.008182622,0.003642408,0.00612847
155,0.007890466,0.00815313,0.003612941,0.006066817
156,0.007899849,0.008161902,0.003611605,0.006090219
157,0.008023407,0.00814886,0.003577932,0.006290852
158,0.007913205,0.008201105,0.003643325,0.006112477
159,0.008067515,0.008236554,0.003683499,0.006353509
160,0.007946959,0.00819003,0.003590138,0.00613329
161,0.007910224,0.008170883,0.00353642,0.006084695
162,0.007872591,0.008164096,0.003526873,0.006029353
163,0.007914469,0.008177827,0.003531931,0.006100669
164,0.007853759,0.00818026,0.003526611,0.00601076
165,0.007843914,0.008166064,0.003519503,0.006001314
166,0.007898506,0.008165482,0.003503986,0.006053328
167,0.00789128,0.008212026,0.003517984,0.006046311
168,0.007872414,0.008186385,0.003501998,0.006016233
169,0.007857351,0.008171024,0.003551035,0.00601186
170,0.007836036,0.008174198,0.003470727,0.005982137
171,0.007838845,0.008199299,0.003476512,0.0059932
172,0.007851776,0.008179493,0.003447668,0.005994918
173,0.00783289,0.008180703,0.003440498,0.005977225
174,0.007858417,0.00816698,0.003439947,0.00600553
175,0.007889054,0.008192776,0.003437242,0.006034987
176,0.007867496,0.00819063,0.003420026,0.006004068
177,0.007882241,0.008187319,0.003438035,0.006033311
178,0.007857752,0.008177635,0.003413514,0.005993012
179,0.007837107,0.008181564,0.003386582,0.005975651
180,0.007825404,0.008180139,0.003383673,0.005946465
181,0.007841545,0.008192251,0.00337582,0.005976405
182,0.007826019,0.008190033,0.003362958,0.005951109
183,0.007835289,0.008190652,0.003365957,0.005971452
184,0.00783075,0.008186856,0.003375094,0.005963367
185,0.007858164,0.008190883,0.00333384,0.0059836
186,0.007823657,0.008187407,0.003353799,0.005933538
187,0.007822979,0.008181014,0.003373964,0.005937864
188,0.007809089,0.008178243,0.003351397,0.005913491
189,0.007826004,0.008215157,0.003346079,0.005931912
190,0.007839826,0.008184846,0.003302663,0.005959984
191,0.007874537,0.008199891,0.003310746,0.006019414
192,0.00780687,0.008202164,0.003331184,0.005902382
193,0.007817312,0.008189149,0.003301213,0.005917777
194,0.007812253,0.008204591,0.003294691,0.005922495
195,0.00779904,0.008196675,0.003284286,0.005898831
196,0.007807929,0.008205323,0.003294544,0.005917651
197,0.00782638,0.008196126,0.003271581,0.005943376
198,0.007894192,0.008209473,0.003303452,0.006051065
199,0.007810143,0.008189959,0.003265611,0.00591476
200,0.007808922,0.008204667,0.003248661,0.00589283
201,0.007791407,0.008196896,0.003239834,0.005878636
202,0.007798699,0.008200165,0.003245653,0.0058884
203,0.007790089,0.00820851,0.003242307,0.005879423
204,0.00779331,0.008196587,0.003229481,0.005884763
205,0.007811035,0.008198692,0.003237473,0.005905792
206,0.007807845,0.008211751,0.003225168,0.005898421
207,0.007798973,0.008207252,0.003234619,0.005878943
208,0.007787004,0.008204135,0.003222737,0.00587883
209,0.007789676,0.00820715,0.003221523,0.005871616
210,0.007798282,0.008213788,0.003203102,0.005892797
211,0.007777895,0.008202511,0.003206494,0.005871957
212,0.007806061,0.008211832,0.003191224,0.005883418
213,0.00779024,0.008206435,0.003200979,0.005865464
214,0.00778264,0.008212637,0.003186441,0.005858357
215,0.007787439,0.008224137,0.003197922,0.005875191
216,0.007781175,0.008215824,0.003182819,0.005863977
217,0.007823328,0.00821194,0.003182884,0.005927453
218,0.007786192,0.008206499,0.003182377,0.005860718
219,0.007776109,0.008211309,0.003166751,0.005851293
220,0.00778546,0.008220779,0.003171584,0.005869051
221,0.00778644,0.008207251,0.003160957,0.005858355
222,0.007774992,0.008215329,0.003156138,0.005840302
223,0.007777324,0.008225111,0.003158774,0.00584151
224,0.007784647,0.008222446,0.003151993,0.005858704
225,0.007781589,0.008214611,0.003174413,0.005847445
226,0.007773548,0.008219397,0.003146828,0.005835345
227,0.007781207,0.008232213,0.003148013,0.005857972
228,0.007799203,0.008223391,0.003140549,0.005883747
229,0.007775799,0.008215921,0.003138434,0.005840286
230,0.007780627,0.008220102,0.003131794,0.005851442
231,0.007771039,0.008214072,0.00312988,0.005843193
232,0.007780469,0.008223981,0.003128944,0.005843096
233,0.007772498,0.008219948,0.00312568,0.005834903
234,0.007769007,0.008224636,0.003121234,0.005830479
235,0.007764872,0.008215566,0.003121598,0.005820764
236,0.00776814,0.008230034,0.003117065,0.005821831
237,0.007772437,0.008235529,0.003116475,0.005833041
238,0.007777518,0.008231306,0.003119862,0.005828669
239,0.007762214,0.008236343,0.003110566,0.005818323
240,0.007771209,0.008223727,0.003106964,0.00582533
241,0.007775464,0.008232148,0.003103743,0.005842184
242,0.007773424,0.008228643,0.003101362,0.005832511
243,0.00778715,0.008233574,0.003098897,0.00585931
244,0.007765113,0.008229337,0.003100141,0.005826335
245,0.007762204,0.008230247,0.003093613,0.005814204
246,0.007777467,0.008239187,0.003100304,0.00583419
247,0.007757114,0.00823891,0.003093498,0.005810841
248,0.00776823,0.008223262,0.003099156,0.005822929
249,0.007771301,0.008222792,0.003093194,0.005835537
250,0.007768272,0.008234185,0.003084023,0.005825917
251,0.007765504,0.008230044,0.003083728,0.005818975
252,0.007758404,0.00823913,0.003084417,0.005803209
253,0.007757273,0.008230655,0.003079116,0.005804953
254,0.007756235,0.008228688,0.003081434,0.005806238
255,0.007760479,0.008235614,0.00307521,0.005802549
256,0.007781201,0.008234574,0.003073846,0.005830332
257,0.007762593,0.008233428,0.0030735,0.005810192
258,0.007762763,0.008231292,0.003070288,0.005813015
259,0.007755889,0.008235686,0.003066793,0.005805793
260,0.00775717,0.0082385,0.003069161,0.005803274
261,0.007760538,0.008237066,0.003066502,0.005801326
262,0.007755778,0.008230265,0.003066864,0.005801482
263,0.007758426,0.008237171,0.003063144,0.00580154
264,0.007753671,0.008237877,0.003067562,0.00579969
265,0.007761137,0.008229311,0.003061316,0.005814218
266,0.007753714,0.008233355,0.003057018,0.005793696
267,0.007758847,0.008237937,0.003055456,0.005799825
268,0.007754704,0.008238116,0.003057055,0.005797342
269,0.00775776,0.008240704,0.003054326,0.005807042
270,0.007764794,0.008230671,0.003050598,0.005808201
271,0.007748931,0.008238592,0.003049895,0.00578974
272,0.007753148,0.008235957,0.003049004,0.005796748
273,0.007754342,0.008241483,0.003047151,0.005790394
274,0.007752792,0.008239454,0.003049956,0.005792064
275,0.007749312,0.008239996,0.003046311,0.005788337
276,0.007751849,0.008241451,0.003046308,0.005795773
277,0.007759678,0.008229413,0.003043815,0.005798102
278,0.007755972,0.008238618,0.003040196,0.005793184
279,0.007749659,0.008244839,0.003045404,0.0057891
280,0.007753225,0.008237227,0.003045009,0.005792894
281,0.007752005,0.008244324,0.003040512,0.00578661
282,0.0077508,0.008238659,0.00303758,0.005787674
283,0.007750176,0.008238913,0.003043002,0.005784066
284,0.007749494,0.008237354,0.003034998,0.005785696
285,0.007749929,0.008237734,0.003035885,0.005784028
286,0.007752507,0.008246061,0.003033682,0.00578734
287,0.007747771,0.008239452,0.003032846,0.005782141
288,0.00774729,0.008240022,0.003032754,0.005780422
289,0.0077541,0.008243306,0.003029243,0.005798928
290,0.007746822,0.008236995,0.003032191,0.005783896
291,0.007749377,0.008234307,0.003028321,0.005780873
292,0.007754435,0.008247764,0.003029231,0.005798022
293,0.007747553,0.00825248,0.003029782,0.005784585
294,0.007752179,0.008244712,0.003026833,0.005796004
295,0.007745494,0.00824577,0.003026699,0.005784608
296,0.007746163,0.00824607,0.003023456,0.005779605
297,0.007745923,0.008244091,0.003022236,0.00577834
298,0.007750192,0.008242331,0.003025242,0.005781721
299,0.007745927,0.008243369,0.003021432,0.005777361
